tag_id,platform,system,subsystem,equipment_id,equipment_type,signal_name,description_ko,io_type,data_type,unit,tag_class,value_basis,limit_basis,model_mapping,normal_or_initial,alarm_limits,trip_or_event_logic,priority,sample_ms,editable,gt_trip_behavior,source_url,notes
TSP.HRSG.ECO-05.FG_TEMP_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,FG_TEMP_OUT,LP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.WS_TEMP_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,WS_TEMP_IN,LP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.WS_TEMP_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,WS_TEMP_OUT,LP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.WS_PRESS_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,WS_PRESS_IN,LP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.WS_PRESS_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,WS_PRESS_OUT,LP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]
TSP.HRSG.ECO-05.WS_MASS_FLOW,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-05,ECONOMIZER,WS_MASS_FLOW,LP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-05 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.HRSG.ECO-06.Q_THERMAL,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,Q_THERMAL,LP 열교환 열량,AI,REAL,W,M,M,A,DynamicExchangerWaterSteamFlueGases.q_thermal,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.FG_TEMP_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,FG_TEMP_IN,LP 배기가스 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.FG_TEMP_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,FG_TEMP_OUT,LP 배기가스 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.fg_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.WS_TEMP_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,WS_TEMP_IN,LP 수·증기측 입구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_in,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.WS_TEMP_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,WS_TEMP_OUT,LP 수·증기측 출구온도,AI,REAL,K,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_temp_out,MODEL,N/A,,INFO,500,N,decreases with thermal lag,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.WS_PRESS_IN,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,WS_PRESS_IN,LP 수·증기측 입구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_in,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.WS_PRESS_OUT,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,WS_PRESS_OUT,LP 수·증기측 출구압력,AI,REAL,Pa,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_press_out,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]
TSP.HRSG.ECO-06.WS_MASS_FLOW,Thermo VPP,HRSG,LP_ECONOMIZER,A-ECO-06,ECONOMIZER,WS_MASS_FLOW,LP 수·증기측 질량유량,AI,REAL,t/h,M,M,A,DynamicExchangerWaterSteamFlueGases.ws_mass_flow,MODEL,N/A,,INFO,500,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,HX count [M]; exact ECO-06 allocation/order [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.HP.PRESS,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,PRESS,HP 드럼 압력,AI,REAL,Pa,M,M,A,DynamicDrum.press,A:12.0 MPa,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.HP.LEVEL,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,LEVEL,HP 드럼 수위,AI,REAL,%,M,M,A,DynamicDrum.level,A:0 % deviation,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.HP.TEMP,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,TEMP,HP 드럼 온도,AI,REAL,K,M,M,A,DynamicDrum.temp,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.HP.MASS_LIQ,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,MASS_LIQ,HP 드럼 액상 질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_liq,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.HP.MASS_STEAM,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,MASS_STEAM,HP 드럼 증기질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_steam,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.HP.FW_FLOW,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,FW_FLOW,HP 드럼 급수유량,AI,REAL,t/h,M,M,A,DynamicDrum.fw_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.HP.STEAM_FLOW,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,STEAM_FLOW,HP 드럼 발생증기유량,AI,REAL,t/h,M,M,A,DynamicDrum.steam_flow,MODEL,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.HP.RECIRC_FLOW,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,RECIRC_FLOW,HP 증발기 순환유량,AI,REAL,t/h,M,M,A,DynamicDrum.recirc_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.HP.LIC_OUT,Thermo VPP,HRSG,HP_DRUM,A-V-HP-101,DynamicDrum,LIC_OUT,HP 드럼 수위조절기 출력,AO,REAL,%,M,M,A,DynamicDrum.lic_out,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.PRESS,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,PRESS,IP 드럼 압력,AI,REAL,Pa,M,M,A,DynamicDrum.press,A:3.0 MPa,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.LEVEL,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,LEVEL,IP 드럼 수위,AI,REAL,%,M,M,A,DynamicDrum.level,A:0 % deviation,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.TEMP,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,TEMP,IP 드럼 온도,AI,REAL,K,M,M,A,DynamicDrum.temp,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.MASS_LIQ,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,MASS_LIQ,IP 드럼 액상 질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_liq,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.MASS_STEAM,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,MASS_STEAM,IP 드럼 증기질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_steam,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.IP.FW_FLOW,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,FW_FLOW,IP 드럼 급수유량,AI,REAL,t/h,M,M,A,DynamicDrum.fw_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.IP.STEAM_FLOW,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,STEAM_FLOW,IP 드럼 발생증기유량,AI,REAL,t/h,M,M,A,DynamicDrum.steam_flow,MODEL,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.IP.RECIRC_FLOW,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,RECIRC_FLOW,IP 증발기 순환유량,AI,REAL,t/h,M,M,A,DynamicDrum.recirc_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.IP.LIC_OUT,Thermo VPP,HRSG,IP_DRUM,A-V-IP-201,DynamicDrum,LIC_OUT,IP 드럼 수위조절기 출력,AO,REAL,%,M,M,A,DynamicDrum.lic_out,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.PRESS,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,PRESS,LP 드럼 압력,AI,REAL,Pa,M,M,A,DynamicDrum.press,A:0.5 MPa,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.LEVEL,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,LEVEL,LP 드럼 수위,AI,REAL,%,M,M,A,DynamicDrum.level,A:0 % deviation,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.TEMP,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,TEMP,LP 드럼 온도,AI,REAL,K,M,M,A,DynamicDrum.temp,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.MASS_LIQ,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,MASS_LIQ,LP 드럼 액상 질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_liq,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.MASS_STEAM,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,MASS_STEAM,LP 드럼 증기질량,AI,REAL,kg,M,M,A,DynamicDrum.mass_steam,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.DRUM.LP.FW_FLOW,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,FW_FLOW,LP 드럼 급수유량,AI,REAL,t/h,M,M,A,DynamicDrum.fw_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.LP.STEAM_FLOW,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,STEAM_FLOW,LP 드럼 발생증기유량,AI,REAL,t/h,M,M,A,DynamicDrum.steam_flow,MODEL,N/A,,INFO,100,N,decreases after GT trip,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.LP.RECIRC_FLOW,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,RECIRC_FLOW,LP 증발기 순환유량,AI,REAL,t/h,M,M,A,DynamicDrum.recirc_flow,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.DRUM.LP.LIC_OUT,Thermo VPP,HRSG,LP_DRUM,A-V-LP-301,DynamicDrum,LIC_OUT,LP 드럼 수위조절기 출력,AO,REAL,%,M,M,A,DynamicDrum.lic_out,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Drum and drum-level control existence [M]; tag/setpoint [A/T]
TSP.ST.HP.PRESS_IN,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,PRESS_IN,HP 터빈 입구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.TEMP_IN,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,TEMP_IN,HP 터빈 입구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.H_IN,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,H_IN,HP 터빈 입구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.PRESS_OUT,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,PRESS_OUT,HP 터빈 출구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.TEMP_OUT,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,TEMP_OUT,HP 터빈 출구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.H_OUT,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,H_OUT,HP 터빈 출구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.MASS_FLOW,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,MASS_FLOW,HP 터빈 증기 질량유량,AI,REAL,t/h,M,M,A,vppHPTurbineSteamFlowTH,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.ST.HP.MECH_POWER,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,MECH_POWER,HP 터빈 기계출력,AI,REAL,W,M,M,A,StodolaTurbine.mech_power,part of 277 MW ST total,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.HP.EFF_IS,Thermo VPP,ST,HP_TURBINE,A-ST-HP-101,StodolaTurbine,EFF_IS,HP 터빈 등엔트로피 효율,AI,REAL,%,M,M,A,StodolaTurbine.eff_is,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.PRESS_IN,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,PRESS_IN,IP 터빈 입구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.TEMP_IN,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,TEMP_IN,IP 터빈 입구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.H_IN,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,H_IN,IP 터빈 입구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.PRESS_OUT,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,PRESS_OUT,IP 터빈 출구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.TEMP_OUT,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,TEMP_OUT,IP 터빈 출구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.H_OUT,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,H_OUT,IP 터빈 출구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.MASS_FLOW,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,MASS_FLOW,IP 터빈 증기 질량유량,AI,REAL,t/h,M,M,A,vppIPTurbineSteamFlowTH,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.ST.IP.MECH_POWER,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,MECH_POWER,IP 터빈 기계출력,AI,REAL,W,M,M,A,StodolaTurbine.mech_power,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.IP.EFF_IS,Thermo VPP,ST,IP_TURBINE,A-ST-IP-201,StodolaTurbine,EFF_IS,IP 터빈 등엔트로피 효율,AI,REAL,%,M,M,A,StodolaTurbine.eff_is,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.PRESS_IN,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,PRESS_IN,LP 터빈 입구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.TEMP_IN,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,TEMP_IN,LP 터빈 입구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.H_IN,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,H_IN,LP 터빈 입구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_in,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.PRESS_OUT,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,PRESS_OUT,LP 터빈 출구압력,AI,REAL,Pa,M,M,A,StodolaTurbine.press_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.TEMP_OUT,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,TEMP_OUT,LP 터빈 출구온도,AI,REAL,K,M,M,A,StodolaTurbine.temp_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.H_OUT,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,H_OUT,LP 터빈 출구 비엔탈피,AI,REAL,J/kg,M,M,A,StodolaTurbine.h_out,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.ST.LP.MASS_FLOW,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,MASS_FLOW,LP 터빈 증기 질량유량,AI,REAL,t/h,M,M,A,vppLPTurbineSteamFlowTH,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.ST.LP.MECH_POWER,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,MECH_POWER,LP 터빈 기계출력,AI,REAL,W,M,M,A,StodolaTurbine.mech_power,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
