raw_tag_id,system,equipment_id,signal_role,data_type,unit,description_ko,description_en,canonical_tag,local_display_alias,scope_class,writable,scenario_lab_role,analysis_policy,unit_status,interpretation_method,source_url,source_commit,is_native,live_existence,live_variant_type,live_node_id
vppIPFWPResetPushbuttonNative,DCS2,FWP-IP,COMMAND_INPUT,BOOL,COMMAND,IP FWP Reset 푸시버튼 입력,IP FWP reset pushbutton input,,CMD.FWP_IP.RESET.PB,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BFP_PROTECTION_TEST,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012019)
vppIPFWPRunning,DCS1,FWP-IP,STATE_FEEDBACK,BOOL,BOOL,IP FWP 운전 상태,IP FWP running state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000333)
vppIPFWPSpeedCommandRPM,PLANT_MODEL,vppIPFWPSpeedCommandRPM,PHYSICAL_OR_PROCESS,REAL,rev/min,IP FWP 수력모델 속도명령 readback,IP FWP hydraulic speed-command readback,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,GITHUB_EXACT_DECLARATION,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012020)
vppIPFWPSpeedProven,DCS1,FWP-IP,STATE_FEEDBACK,BOOL,BOOL,IP FWP 속도 성립 상태,IP FWP speed-proven state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000334)
vppIPFWPSpeedRPM,DCS1,FWP-IP,PHYSICAL_OR_PROCESS,REAL,rpm,IP FWP 축 회전속도,IP FWP shaft speed,,FWP_IP.SPEED.RPM,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012021)
vppIPFWPTripCommandNative,PROTECTION,FWP-IP,COMMAND_INPUT,BOOL,COMMAND,IP FWP Trip 명령,IP FWP trip command,,FWP_IP.TRIP.CMD,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012022)
vppIPFWPTripLatchNative,PROTECTION,FWP-IP,PROTECTION_LATCH,BOOL,STATE,IP FWP Trip 래치,IP FWP trip latch,,FWP_IP.TRIP.LATCH,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012023)
vppIPFWPTripLatchState,TWIN_INTERNAL,FWP-IP,PROTECTION_LATCH,BOOL,BOOL,IP FWP Trip 내부 래치 메모리,IP FWP internal trip latch memory,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012238)
vppIPFWPTripPushbuttonNative,DCS2,FWP-IP,COMMAND_INPUT,BOOL,COMMAND,IP FWP Trip 푸시버튼 입력,IP FWP trip pushbutton input,,CMD.FWP_IP.TRIP.PB,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,BFP_PROTECTION_TEST,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012024)
vppIPTurbineSteamFlowTH,ST,IP TURBINE,PHYSICAL_OR_PROCESS,REAL,t/h,IP 터빈 증기 질량유량,IP turbine steam mass flow,,TSP.ST.IP.MASS_FLOW_TH,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012025)
vppLPBypassCloseLS,HRSG,LP-BYPASS,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,LP 바이패스 밸브 Close 리미트 상태,LP bypass valve close limit status,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000335)
vppLPBypassCmd,HRSG,LP-BYPASS,MODEL_INTERNAL,BOOL,pu,LP 바이패스 명령,LP bypass command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012026)
vppLPBypassInletPressure,HRSG,LP-BYPASS,PHYSICAL_OR_PROCESS,REAL,Pa,LP 바이패스 Inlet 압력,LP bypass inlet pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012027)
vppLPBypassInletTemperature,HRSG,LP-BYPASS,PHYSICAL_OR_PROCESS,REAL,K,LP 바이패스 Inlet 온도,LP bypass inlet temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012028)
vppLPBypassMassFlow,HRSG,LP-BYPASS,PHYSICAL_OR_PROCESS,REAL,kg/s,LP 바이패스 질량유량,LP bypass mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012029)
vppLPBypassMassFlowTH,DCS2,DCS2,PHYSICAL_OR_PROCESS,REAL,t/h,lpbypassflowth,lpbypassflowth,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012030)
vppLPBypassOpenLS,HRSG,LP-BYPASS,STATE_FEEDBACK,BOOL,BOOL,LP 바이패스 밸브 Open 리미트 상태,LP bypass valve open limit status,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000336)
vppLPBypassOutletPressure,HRSG,LP-BYPASS,PHYSICAL_OR_PROCESS,REAL,Pa,LP 바이패스 Outlet 압력,LP bypass outlet pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012031)
vppLPBypassOutletTemperature,HRSG,LP-BYPASS,PHYSICAL_OR_PROCESS,REAL,K,LP 바이패스 Outlet 온도,LP bypass outlet temperature,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012032)
vppLPBypassPos,DCS2,DCS2,MODEL_INTERNAL,REAL,pu,lpbypasspositionpu,lpbypasspositionpu,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000258)
vppLPBypassValve.C1.P,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Pa,LP 바이패스 밸브 입구 포트 압력,LP bypass valve inlet port pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002840)
vppLPBypassValve.C1.Q,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,LP 바이패스 밸브 입구 포트 질량유량,LP bypass valve inlet port mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002841)
vppLPBypassValve.C1.a,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppLPBypassValve 커넥터 방향 검증용 Boolean 의사변수 a,vppLPBypassValve connector Boolean pseudo-variable a for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000337)
vppLPBypassValve.C1.b,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppLPBypassValve 커넥터 방향 검증용 Boolean 의사변수 b,vppLPBypassValve connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=250000357)
vppLPBypassValve.C1.h,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,LP 바이패스 밸브 입구 포트 비엔탈피,LP bypass valve inlet port specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002842)
vppLPBypassValve.C1.h_vol,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,LP 바이패스 밸브 입구 포트 체적측 비엔탈피 상태,LP bypass valve inlet port specific enthalpy volume-side state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002843)
vppLPBypassValve.C2.P,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Pa,LP 바이패스 밸브 출구 포트 압력,LP bypass valve outlet port pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002844)
vppLPBypassValve.C2.Q,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,LP 바이패스 밸브 출구 포트 질량유량,LP bypass valve outlet port mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002845)
vppLPBypassValve.C2.a,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppLPBypassValve 커넥터 방향 검증용 Boolean 의사변수 a,vppLPBypassValve connector Boolean pseudo-variable a for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=250000358)
vppLPBypassValve.C2.b,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,BOOL,vppLPBypassValve 커넥터 방향 검증용 Boolean 의사변수 b,vppLPBypassValve connector Boolean pseudo-variable b for connection-orientation verification,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,THERMOSYSPRO_CONNECTOR_DEFINITION,,LOCAL_UPLOAD_2026-09-18,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000338)
vppLPBypassValve.C2.h,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,LP 바이패스 밸브 출구 포트 비엔탈피,LP bypass valve outlet port specific enthalpy,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002846)
vppLPBypassValve.C2.h_vol,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,J/kg,LP 바이패스 밸브 출구 포트 체적측 비엔탈피 상태,LP bypass valve outlet port specific enthalpy volume-side state,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002847)
vppLPBypassValve.Cv,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,Cv,LP 바이패스 밸브 유량계수,LP bypass valve flow coefficient,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012033)
vppLPBypassValve.Ouv.signal,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,pu,LP 바이패스 밸브 밸브 개도 입력,LP bypass valve valve opening input,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002848)
vppLPBypassValve.Q,HRSG,LP-BYPASS-VALVE,MODEL_INTERNAL,REAL,kg/s,LP 바이패스 밸브 질량유량,LP bypass valve mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=150002849)
vppLPBypassValve.deltaP,HRSG,LP-BYPASS-VALVE,PHYSICAL_OR_PROCESS,REAL,Pa,LP 바이패스 밸브 차압,LP bypass valve differential pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,STRUCTURAL_COMPONENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012034)
vppLPDrumAdmissionMultiplier,DCS1,DCS1,MODEL_INTERNAL,REAL,pu,lpadmissionpositionpu,lpadmissionpositionpu,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_NATIVE_CLIENT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/scripts/native_ecms_opcua_client.py; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100000259)
vppLPDrumHHAssertTime,PROTECTION,LP DRUM,MODEL_INTERNAL,REAL,s,LP Drum HH assert 시각,LP drum HH assert time,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012239)
vppLPDrumHHRaw,PROTECTION,LP DRUM,MODEL_INTERNAL,BOOL,STATE,LP Drum HH 원시 비교 상태,LP drum HH raw comparator state,,HRSG.LP.DRUM.LEVEL.HH.RAW,CURRENT_OPERATIONAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000339)
vppLPDrumLLAssertTime,PROTECTION,LP DRUM,MODEL_INTERNAL,REAL,s,LP Drum LL assert 시각,LP drum LL assert time,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_EXPLICIT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012240)
